Marca temporal,"Imagine que está en una conferencia de Educación. Un colega que trabaja en otra Institución Educativa le pregunta si recientemente probó algo diferente con sus alumnos que produjo resultados positivos, negativos, interesantes o mixtos.  Comparta aquí lo que le contaría a su colega:",Sugiera un #hashtag o título para su respuesta anterior:,P1 Mi experiencia produjo…,Pensando en la experiencia/ejemplo que compartí…Me enfoqué en…,Mi foco estuvo en cultivar en los estudiantes…,Los estudiantes aprenden a través de…,Lo que hice fue a pesar de…, Las decisiones fueron influenciadas por…,Mi papel como maestro fue…,Pensando en la experiencia/ejemplo que acabo de compartir… A los estudiantes de les animó a aprender…,El aprendizaje fue…,Las decisiones fueron influenciadas por…,Institución Educativa,Tipo,Esta situación me generó una sensación de…, Esta situación pasa…,Esta situación está relacionada con…,Grado en el que enseña, Género, Edad, El nivel de educación
11/5/2020 8:48:54,"Teniendo en cuenta que en el grado 5*2 algunos estudiantes manifiestan actitudes agresivas con sus compañeros, se comenzo a realizar dialogo constante con todo el grupo durante los primeros momentos de inicio de clase, donde se les da un espacio  para expresar como se sienten, que les agrado o desagrado del dia anterios, si le quieren expresar algo a sus compañeros tambien es permitido; si hay alguna dificultan, entre todos por medio del dialogo llegamos a una solución. Asi mismo, si hay alguna dificultad entre dos o varios compañeros, se escucha lo sucedido por medio de las partes, como se sintieron, expresan un compromiso el cual queda por escrito en un cuaderno que se tiene en el salon a cargo del mediador y se hace seguimiento de la situación. Todas estas acciones, han permitido tener siempre una disposición constante a la escucha de los estudiantes y cambios significativos en sus comportamientos. Otra estrategia, que se ha venido realizando es el empoderamiento de los estudiantes de sus habilidades y cualidades, permitiendoles por medio de activividades artisticas y de relajacion, conocersen un poco más a sí mismos, llevando esto a grandes ideas de mejoramiento a la escuela en general. De todo esto, los niños comenzaron a organizarse y crear grupos detrabajo en los que por ejemplo, en los descansos algunos de ellos organizaban juegos para los chicos más pequeños, otros leian cuentos, otros formaron un grupo de vigilancia para mediar conflictos en los descansos y hacer respetar las normas institucionales, otro grupo que tienen habilidaded academicas decidieron apoyar y orientar a aquellos estudinates que no eran buenos en alguna área y les brindaban explicación y por último se formo el grupo de cuidado ambiental, quienes realuzan campañas ambientales y vigilaban que la escuela permanneciera limpia. Es así, como cada estudiante se dio cuenta que tenia habilidad para algo y que podia aportar a sus compañeros y a su escuela, lo que causo que se viera reflejado cambios positivos, tanto en la parte academica como disciplinaria. ",Me empodero y aporto a mi escuela,Resultados positivos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E SANTA ROSA DE LIMA,,Felicidad,Todo el tiempo,Cómo resolver conflictos,5,Mujer,30 a 39,Primaria
11/5/2020 8:49:19,"Algunos estudiantes manejen inadecuadamente los residuos sólidos en el salón de clase, este es desordenado, sucio y poco les interesaba mantener el orden.
A través de Campañas educativas he logrado concientizar a los estudiantes y crear sentido de pertenencia en ellos, concientizarlos sobre la importancia del cuidado del medio ambiente y el uso adecuado de las basuras",Conciencia ecológica,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E SANTA ROSA DE LIMA,,Felicidad,Con Frecuencia,El cuidado del medio ambiente,,Mujer,50 a 59,Universitario
11/5/2020 8:54:43,"A partir del contenido curricular trabajado en clase, se aplicó una actividad tipo juego-competencia entre los estudiantes: La actividad tenía por nombre ""A COMPETIR, PORQUE EL QUE SABE, SABE"", en la cual se estableció una seria de preguntas tipo selección múltiple con única respuesta; en las preguntas se encontraban temas de cultura general, deporte, música y de la asignatura a evaluar (con el fin que la actividad no fuera aburrida y abrumadora para los chicos). Esas preguntas fueron proyectadas a través de un TV que estuviera a la vista de todos y como en todo juego se establecieron las ""reglas del juego"", entre esas reglas se tenía que los estudiantes debían formar equipos de cuatro personas, ser respetuosos, podían utilizar sus apuntes (no celular), estudiar la opción de respuesta entre todos los miembros del equipo y sólo uno de ellos debía responder; para responder las preguntas tenían un tiempo estimado y un puntaje específico. El juego tenía tres niveles (bajo, medio, avanzado), en cada nivel se maneja un puntaje estimado por pregunta y los equipos que ocuparan los primeros tres puestos, tenían su recompensa.
 A los estudiantes les gustó mucho la actividad, estuvieron emocionados, activos durante todo el juego, aprendieron y disfrutaron.  Como no todo es color de rosa, si hubo aspectos negativos durante la actividad, pues por ser un juego competitivo, se produjo las burlas hacia otros compañeros y se tuvo que sancionar a varios estudiantes. La experiencia fue muy significativa y ellos, los estudiantes pidieron realizar más actividades de ese tipo. ",#ELQUESABESABE,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Prácticas establecidas,I.E SANTA ROSA DE LIMA,,Felicidad,Muy rara vez,El trabajo en equipo,"6, 7, 8, 10, 11",Mujer,20 a 29,Universitario
11/5/2020 8:56:25,"En  el desarrollo  de la actividad  formación sexual, en el encuentro virtual se utilizó  el chat para que los estudiantes escribieran todas sus inquietudes y situaciones que deseaban  ser orientados.",Educacion sexual,Resultados positivos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Dar soporte emocional a los estudiantes,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,I.E SANTA ROSA DE LIMA,,Felicidad,Con Frecuencia,Relación con los estudiantes,5,Mujer,60 a 69,Postgrado
11/5/2020 9:07:13,"antes de la cuarentena  tuve una experiencia con los alumnos de mi colegio donde les dramatice la forma o comportamiento de los alumnos en clase donde afectaba la convivencia y el desarrollo normal de una clase les Conte que las situaciones eran variadas en una sola clase y que me dijeran que sintieron ellos con la experiencia y si exageraba o no la profesora . les cuento el drama primera escena dramatizada la puerta esta cerrada y el salón en orden yo entro tirando la puerta y estrujando sillas, segunda escena el estudiante se tira en el suelo y empieza hablar duro , tercera el alumno  el alumno tira algo a un compañero y este se levanta y le da un golpe al compañero , cuarta escena la profesora le habla al alumnos en buenos términos y este contesta agresivo y grosero si razón, quinta el alumnos viene del descanso desorientado hablando cosas incoherentes y con mucha risa , séptima la niña peleando boca a boca con un compañero y dándole un puño porque este simplemente le movió la cartuchera, octava la profesora intocable agresiva , que no se le puede hablar  y con otro profesor cálido en clase. pueden suceder tres o mas cosas de la experiencias, nos sentamos a analizar lo sucedido y las respuestas de ellos de pena profe de nuestras actitudes en las clases y la poca tolerancia que estamos manejando, de como estamos tan cargados y todos opinaba del estrés que manejaban en el colegio. esta experiencia me dejo muchas enseñanzas primero lo buena actriz que soy jaja , lo estresados y predispuestos que están nuestros estudiantes para reaccionar agresivamente, de como actúan ellos con un docente a otro sabiendo que todos merecemos respeto y  sin miedo  de lo que debemos vivir ellos y nosotros día a día y que ellos reflexionaran y estuvieran tan atentos a la clase me hizo saber que les llegue y captaron el mensaje y les hice saber que apenas estábamos empezando un año y lo que debíamos hacer bella mi experiencia ",experiencias vividas en clase,Resultados interesantes,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E SANTA ROSA DE LIMA,,Felicidad,Con Frecuencia,Relación con los estudiantes,"6, 7, 8, 9",Mujer,50 a 59,Postgrado
11/5/2020 9:23:53,"En la última  guía  de ética  el tema fue "" somos iguales pero diferentes"". Para desarrollar dicho tema una de las actividades fue la elaboración de unas máscaras empleando material  de desecho o reciclable en las que se muestre la diversidad cultural. Como evidencia los estudiantes debían realizar un vídeo o una secuencia de fotos que mostraran el proceso de elaboración. Los resultados fueron realmente positivos. Al principio  los estudiantes se mostraron reacios a elaborar las máscaras pero con las explicaciones  y la motivación en las asesorías su actitud cambió  y los trabajos hechos fueron maravillosos. Realizaron vídeos, emplearon programas para mostrar el paso a paso, enviaron fotografías y lo más importante, ellos se sintieron orgullosos de su trabajo hecho a mano y se notó que lo realizaron con ganas  y le pusieron todo el empeño. ",Diversidad hecha a mano,Resultados interesantes,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Dar soporte emocional a los estudiantes,Individual/independientemente,Liderado por el maestro,Prácticas establecidas,I.E SANTA ROSA DE LIMA,,Felicidad,Con Frecuencia,Innovación / creatividad,"6, 7, 8",Mujer,40 a 49,Postgrado
11/5/2020 10:15:28,"Si he probado el uso de plataformas virtuales y redes sociales para qué puedan acceder al trabajo académico,ya que en medio de esta pandemia estamos obligados a reinventarnos.",#lainnovacionesya,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",La IE y la Secretaría,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E SANTA ROSA DE LIMA,,Felicidad,Muy rara vez,Tecnología y herramientas digitales,"7, 8, 9, 10, 11",Hombre,15 a 19 años,Bachiller
11/5/2020 11:19:23,"si claro . en el trabajo de ética en esta pandemia,  un estudiante me dijo profe que guía tan significativa ,y le pregunte el porque ,el cuenta le llamo mucho la atención que todo lo se envió para trabajar era como un llamado a la reflexión de su vida , el hace un texto que dice que la vida de él cambio , a partir de esos  momentos que inicio a pasar tantas dificultades en su hogar familiar y  empezó a trabajar todo el texto y el desarrollo de todas actividades , veia la vida mas diferente, que la verdad el  odiaba creer todo, porque  el era un niño que le gustaba y disfrutaba de todo lo malo que é el hacia a los otros compañeros , a partir de todo esto y  de la ayuda de las explicaciones de trabajo de ética, da gracias a DIOS empezó a cambiar.",transformaciones de mi vida,Resultados positivos,El desarrollo social del alumno,Buenas bases de comprensión para futuros aprendizajes,Reflexionar y comprender,Las restricciones de tiempo,Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E SANTA ROSA DE LIMA,,Felicidad,De vez en cuando,La forma cómo los estudiantes aprenden,6,Otro,15 a 19 años,Bachiller
10/19/2020 11:16:22,"Durante las clases de Matemáticas me interesa mucho que los estudiante creen, toquen, vivencien y en su relación con el conocimiento puedan vivenciar los conceptos, la creación de material es vital y esto a ayudado a que mis alumnos comprendan mejor las temáticas explicadas.",#matematicasdivertidas,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Las restricciones de tiempo,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E SANTA ROSA DE LIMA,,,,,,,,
10/19/2020 11:19:51,"En mi Institución educativa se hace necesario promover procesos de integración de todos los docentes y directivos  de ambas jornadas ; donde se fortalezca aún más las relaciones interpersonales entre todos los colaboradores que conformamos el equipo de trabajo.Dicha estrategia aportará mucho a la vivencia plena de nuestro lema “Por un encuentro diario con la convivencia pacífica”, además será un gran referente para nuestros educandos .",Un gran equipo de alto desempeño ,Resultados interesantes,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,Habilidades y capacitación,Maestros y rectores,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:20:27,Estando en una clase se presento una situacion donde uno de los alumnos estaba ridiculizando a un compañerito por que tenia ademanes muy femeninos siendo hombre .y por lo cual intervine explicandoles a todos en general que debiamos respectar las diferencias y los gustos y preferencias de cada uno asi no las compartieramos en lo personal.,# Respetoaladiferencia,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:20:45,"Realicé un festival virtual de matemáticas para mis estudiantes de grado 5°. Los niños en compañía de sus familias inventaron un juego con cualquier temática del área, utilizando material concreto y diferentes estrategias. Quedé gratamente sorprendida con la participación y creatividad de mis estudiantes y sus familias, quienes se vincularon al trabajo de forma significativa.",festival virtual matemático ,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Las restricciones de tiempo,Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el estudiante,Prácticas establecidas,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:21:19,Compañero desde mi experiencia puedo decir que fue muy positivo la experimentación de algo diferente con mis estudiantes al implementar mi trabajo de grado de maestría a las estudiantes del grado octavo el año pasado de la institución educativa Juvenil Nuevo Futuro haciendo uso de las Tic en el mejoramiento de su aprendizaje. ,Aprendizaje tradicional o uso de las Tic,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Reflexionar y comprender,Las restricciones de tiempo,Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:22:41,Traté de implementar una estrategia para que los alumnos que no comprenden bien los temas de clase puedan ser ayudados por los compañeros que lograron entender. ,#juntoslovamosalograr,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Aplicar lo aprendido haciendo cosas concretas,Las restricciones de tiempo,Estudiantes y padres,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el estudiante,Prácticas establecidas,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:24:07,"Lectura Global
Estoy trabajando la adquisición del código con ayuda de las familias, con ellos el método suele ser silábico, pero los niños poco avance se ve y manifiestan mucha resistencia. Comencé a hacer encuentros virtuales donde ponía a los niños a leer y poco a poco todos fueron arriesgándose a leer, de esa manera varios estudiantes han avanzado en la adquisición del código. Sin embargo algunas familias sienten frustración y se retiran del encuentro, con ellos se entabló un diálogo, tratando de que comprendan que es otra manera y animarlos a continuar.",Lectura,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Buenas bases de comprensión para futuros aprendizajes,Experimentar y crear,Las restricciones de tiempo,Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el maestro,Necesidades emergentes,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:24:27,"Durante los encuentros sincrónicos decidí realizar una actividad práctica con cada grupo obteniendo resultados muy diversos, básicamente con cada uno de acuerdo con el tema formulé un ejercicio de dibujo. Busqué que compartieran sus trabajos y generar un tipo de participación tan compleja en la virtualidad y dinamizar las clases. 

En ocasiones dudo mucho en recurrir a otras herramientas por la limitación que muchos estudiantes tienen en cuanto a recursos óptimos para una educación virtual, ya que muchos y muchas no cuentan con un buen computador o equipo adecuado, lo que  reduce la participación en estas alternativas, que si bien, son un buen recurso termina segregando o restringiendo a los estudiantes de acuerdo a sus posibilidades e impactando en su estado de animo o motivación para continuar con su educación.   ",#dubujandoencasa.,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Abrir nuevos mundos para los estudiantes,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:24:59,"Si un estudiante no aprende, no es solamente debido a que no estudia o a que no tiene las capacidades mínimas, sino que también puede ser motivado por las actividades que se le proponen. Por esto debe hacerse una adaptación a los procesos didácticos frente a los progresos  y necesidades de los estudiantes.

Además de lo anterior, las clases virtuales se diseñan con procesos propios y característicos de este tipo de enseñanza, entre esos procesos está la evaluación. Sin embargo, por la situación actual derivada de la pandemia, se han tenido que interrumpir las clases presenciales y seguir un proceso de formación virtual. Las materias no estaban diseñadas para impartirlas virtualmente, muchos profesores tampoco estamos preparados para impartir docencia virtual y los colegios, no disponen  de software biométrico para la realización evaluaciones. Teniendo en cuenta esta situación imprevista, debemos replantear el proceso de evaluación de toda la formación virtual impartida. ",#Didáctica&EvaluaciónVirtual,Resultados mixtos,Estimular el aprendizaje y transmitir prácticas,Comprensión del mundo que los rodea,Aplicar lo aprendido haciendo cosas concretas,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:26:19,"En un grupo de 6° hay una situación de agresividad e intolerancia entre los estudiantes,  se atacan constantemente entre hombres, entre mujeres e incluso entre hombres y mujeres. Esto no permite una buena convivencia, ni tampoco la plena concentración en sus labores académicas. Entonces abrimos espacios de convivencia para que cada estudiante se expresara a través de dinámicas y actividades lúdicas, que no sólo ayudaran a alivianar el stress del día a día, sino que crearan o fortalecieran los lazos de amistad entre ellos y que pudieran devenir en un afecto colectivo, que se produce cuando se comparten experiencias significativas.",#SanaConvivencia,Resultados mixtos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:26:44,"Si bien  la sana convivencia es el gran anhelo de muchos, pensar un contexto educativo sin conflictos es ignorar la realidad en la que estamos inmersos; es  por esto que  se  requiere abordar la construcción de un buen clima  desde los primeros grados escolares, donde los niños y niñas aprendan a identificar y gestionar sus emociones de una manera adecuada, lo cual les permita establecer relaciones mas armoniosas con sus pares y docentes.
",Mejoro las relaciones a través de la gestión de emociones,Resultados positivos,El desarrollo social del alumno,Habilidades de vida prácticas/pensando en futura empleabilidad,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Maestros y rectores,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el maestro,Prácticas establecidas,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:26:59,"Confrontación entre estudiantes por coger un celular sin autorización del dueño.
Se consolida ante la situación y se si socializa en dirección de grupo la situación . Los estudiantes aportan sus apreciaciones para que el hecho no ocurra de nuevo. Se fortalece aporte a algunos valores que se deben poner en practica en la institución y entre compañeros.",Evitar conflictos respetando lo ajeno.,Resultados positivos,Estimular el aprendizaje y transmitir prácticas,Habilidades de vida prácticas/pensando en futura empleabilidad,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Ayudar a los estudiantes a alcanzar los objetivos,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:27:10,"Claro que si, imagínate que un día estaban en el baño dos chicas estudiantes de un grado noveno al cual yo no les doy clase y estaban consumiendo marihuana. Cuando yo llegué a la zona de acompañamiento me encontré con un olor muy fuerte y de inmediato las chicas salieron del baño con urgencia al saber que estaban siendo descubiertas. Al confrontar a las estudiantes ellas niegan el estar consumiendo este alucinógeno dentro de la institución y tratan de tildar al docente de mentiroso. Muchas estudiantes estuvieron presentes en el momento del hecho y fueron a buscarme para señalar quienes eran las que estaban consumiendo.
Al estar completamente seguro de este dato, nuevamente llamé a cada una de las estudiantes y las confronte de forma individual. En este caso las aconsejé y les dí una buena cátedra de lo que podría causar en un menor de edad este tipo de estupefacientes. Les hablé de los valores de la familia y de la institución y finalmente lo valiosas que eran para nosotros. Ellas terminaron aceptando la culpa y además pidiendo disculpas por haber tratado de ocultar algo que las estaba afectando.

Este caso pasó de inmediato a psicología, a  prevención del consumo y además fue expuesto al proyecto de prevención del consumo de drogas.  

",#Sinoconsumoyosumo,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Reflexionar y comprender,Habilidades y capacitación,Maestros y rectores,Dar soporte emocional a los estudiantes,Individual/independientemente,Liderado por el maestro,Necesidades emergentes,I.E JUVENIL NUEVO FUTURO,,,,,,,,
10/19/2020 11:27:38,"Hola te comparto  que en nuestra institucion Juvenil Nuevo Futuro , en estas dinamicas por parte de esta situacion de emergencia sanitaria , logramos acercarnos a nuestras familias , indagando la forma en que podiamos ayudarnos y colaborar para mejorar los canales y estrategias para los procesos de aprendizaje de nuestros educandos . Entendimos que enseñar va mas haya del conocimiento y tematicas puntuales , percibimos que la virtualidad enmarca ciertas necesidades que en muchos hogares se acentuo con este aislamiento social , es de resaltar el COMPROMISO , ESFUERZO Y AMOR que cada MAESTRO  para permitir el acceso a la informacion y el acompañamiento decidido para decir ...LA ESCUELA ES  SU ESPACIO PARA SOÑAR Y AQUI ESTAMOS ORIENTANDO Y ACOMPAÑANDO SIEMPRE  UNIDOS GRACIAS COMUNIDAD EDUCATIVA .JUNTOS SOMOS MAS .",UNIDOS  LO LOGRAMOS LA ADVERSIDAD NOS PERMITE CRECER Y SER ,Resultados positivos,El desarrollo social del alumno,Comprensión del mundo que los rodea,Experimentar y crear,"Recursos educativos (ej.. tecnología, fondos, etc.)",Estudiantes y padres,Dar soporte emocional a los estudiantes,Socialmente/en grupo,Liderado por el estudiante,Necesidades emergentes,I.E JUVENIL NUEVO FUTURO,,,,,,,,
